# ref_schools — India schools seed (Build 2b, T1: chains + CISCE + curated).
# Sources: deedy/cbse_schools_data + deedy/cisce_schools_data (both CC-BY-SA-4.0). School
# names + districts are public CBSE/government FACTS (not copyrightable); re-expressed and
# normalized here, used as facts WITH attribution. Underlying authority: CBSE / CISCE.
# Tags: deedy rows source='deedy', curated international top-up source='seed'.
# Name format: '{Title name}, {District}, {State}' (CBSE chains) / '{name}, {State}' (CISCE,
# no district column) / '{name}, {City}, {State}' (curated). LENIENT field — never blocks signup.
name,aliases,source
"Dav Public School, Hazaribagh, Jharkhand","{""DAV""}",deedy
"Dav Public School, Hyderabad, Telangana","{""DAV""}",deedy
"Dav Public School, Imphal, Manipur","{""DAV""}",deedy
"Dav Public School, Jahanabad, Bihar","{""DAV""}",deedy
"Dav Public School, Jamui, Bihar","{""DAV""}",deedy
"Dav Public School, Jatsinghpur, Odisha","{""DAV""}",deedy
"Dav Public School, Jharkhand","{""DAV""}",deedy
"Dav Public School, Jharsuguda, Odisha","{""DAV""}",deedy
"Dav Public School, Kaimur, Bihar","{""DAV""}",deedy
"Dav Public School, Kaithal, Haryana","{""DAV""}",deedy
"Dav Public School, Kangra, Himachal Pradesh","{""DAV""}",deedy
"Dav Public School, Karnal, Haryana","{""DAV""}",deedy
"Dav Public School, Keonjhar, Odisha","{""DAV""}",deedy
"Dav Public School, Khagaria, Bihar","{""DAV""}",deedy
"Dav Public School, Khurda, Odisha","{""DAV""}",deedy
"Dav Public School, Kota, Rajasthan","{""DAV""}",deedy
"Dav Public School, Krishna Vihar, Distt- Singrauli(M.P.) 486887, Singhrouli, Madhya Pradesh","{""DAV""}",deedy
"Dav Public School, Kurukeshtra, Haryana","{""DAV""}",deedy
"Dav Public School, Ludhiana, Punjab","{""DAV""}",deedy
"Dav Public School, Madhepur, Madhubani, Bihar","{""DAV""}",deedy
"Dav Public School, Malighat,Muzaffarpur, Muzaffarpur, Bihar","{""DAV""}",deedy
"Dav Public School, Mandi, Himachal Pradesh","{""DAV""}",deedy
"Dav Public School, Mathurapur, Bhagalpur, Bihar","{""DAV""}",deedy
"Dav Public School, Mohali, Punjab","{""DAV""}",deedy
"Dav Public School, Muktsar, Punjab","{""DAV""}",deedy
"Dav Public School, Munger, Bihar","{""DAV""}",deedy
"Dav Public School, Muzaffarpur, Bihar","{""DAV""}",deedy
"Dav Public School, Nabinagar, Aurangabad, Bihar","{""DAV""}",deedy
"Dav Public School, Nalanda, Bihar","{""DAV""}",deedy
"Dav Public School, New Mumbai, Maharashtra","{""DAV""}",deedy
"Dav Public School, North East Delhi, Delhi","{""DAV""}",deedy
"Dav Public School, North West Delhi, Delhi","{""DAV""}",deedy
"Dav Public School, Pakur, Jharkhand","{""DAV""}",deedy
"Dav Public School, Palwal, Haryana","{""DAV""}",deedy
"Dav Public School, Paradeep Port,Paradeep, Jatsinghpur, Odisha","{""DAV""}",deedy
"Dav Public School, Patiala, Punjab","{""DAV""}",deedy
"Dav Public School, Patna, Bihar","{""DAV""}",deedy
"Dav Public School, Pune, Maharashtra","{""DAV""}",deedy
"Dav Public School, Puri, Odisha","{""DAV""}",deedy
"Dav Public School, Raigarh, Chattisgarh","{""DAV""}",deedy
"Dav Public School, Rohtas, Bihar","{""DAV""}",deedy
"Dav Public School, Saharanpur, Uttar Pradesh","{""DAV""}",deedy
"Dav Public School, Sambalpur, Odisha","{""DAV""}",deedy
"Dav Public School, Sangrur, Punjab","{""DAV""}",deedy
"Dav Public School, Sidhi, Madhya Pradesh","{""DAV""}",deedy
"Dav Public School, Simdega, Jharkhand","{""DAV""}",deedy
"Dav Public School, Simla, Himachal Pradesh","{""DAV""}",deedy
"Dav Public School, Sitamarhi, Bihar","{""DAV""}",deedy
"Dav Public School, Solan, Himachal Pradesh","{""DAV""}",deedy
"Dav Public School, Sonebhadra, Uttar Pradesh","{""DAV""}",deedy
"Dav Public School, South District, Sikkim","{""DAV""}",deedy
"Dav Public School, Sundargarh, Odisha","{""DAV""}",deedy
"Dav Public School, Surguja, Chattisgarh","{""DAV""}",deedy
"Dav Public School, Surya Vihar, Singhrouli, Madhya Pradesh","{""DAV""}",deedy
"Dav Public School, Topa, Hazaribagh, Jharkhand","{""DAV""}",deedy
"Dav Public School, Udham Singh Nagar, Uttarakhand","{""DAV""}",deedy
"Dav Public School, Uttarakhand","{""DAV""}",deedy
"Dav Public School, Varanasi, Uttar Pradesh","{""DAV""}",deedy
"Dav Public School, Waidhan, Sidhi, Madhya Pradesh","{""DAV""}",deedy
"Dav Public School, West Bengal","{""DAV""}",deedy
"Dav Public School, West Singhbhum, Jharkhand","{""DAV""}",deedy
"Dav Public School, Yamunanagar, Haryana","{""DAV""}",deedy
"Dav Public School, Yavat Mal, Maharashtra","{""DAV""}",deedy
"Dav Public Sr. Sec. School, Kakrala, Patiala, Punjab","{""DAV""}",deedy
"Dav Senior Secondary Public School, Kaithal, Haryana","{""DAV""}",deedy
"Dav Sr Sec School (Lahore), Chandigarh(Ut), Chandigarh","{""DAV""}",deedy
"Dav Sr. Sec. Public School, Kangra, Himachal Pradesh","{""DAV""}",deedy
"Dav Vedanta International School, Kalahandi, Odisha","{""DAV""}",deedy
"Dawn Boarding School, West Bengal",{},deedy
"Day Star School, Himachal Pradesh",{},deedy
"Dayanand Adarsh Vidyalaya, Himachal Pradesh",{},deedy
"Dayanand Anglo Vedic Public School, Jharkhand",{},deedy
"Dayanand Arya Vidyalaya (Dav), Champawat, Uttarakhand","{""DAV""}",deedy
"Dayanand Public School, Jharkhand",{},deedy
"Dayananda Sagar International School, Karnataka",{},deedy
"De Nobili School, Bhuli, Jharkhand",{},deedy
"De Nobili School, Jharkhand",{},deedy
"De Paul International Residential School, Karnataka",{},deedy
"De Paul School, Andhra Pradesh",{},deedy
"De Paul School, Odisha",{},deedy
"De Paul School, Uttar Pradesh",{},deedy
"De Paul School, West Bengal",{},deedy
"De Sales Academy, Karnataka",{},deedy
"Deccan International School, Karnataka",{},deedy
"Dedraj Sewali Devi Todi (D.A.V.(Kvb)School, Nepal, Foreign Schools","{""DAV""}",deedy
"Deepti Convent Higher Secondary School, Madhya Pradesh",{},deedy
"Deepti Convent School, Odisha",{},deedy
"Dehradun Public School, Uttarakhand",{},deedy
"Dehradun World School, Uttarakhand",{},deedy
"Delhi Public School ,Kathua, Kathua, Jammu & Kashmir","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School Ambala, Ambala, Haryana","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School Amroha, Moradabad, Uttar Pradesh","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School Anand, Kheda, Gujarat","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School Anantnag, Anantnag, Jammu & Kashmir","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School Asansol, Burdwan, West Bengal","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School Baghpat, Baghpat, Uttar Pradesh","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School Ballabgarh, Faridabad, Haryana","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School Bangalore East, Bangalore, Karnataka","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School Basuara, Madhubani, Bihar","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School Bhiwani, Bhiwani, Haryana","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School Bikaner, Bikaner, Bikaner, Rajasthan","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School Budgam, Badgam, Jammu & Kashmir","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School Dehradun(An Institution of M P Singh Foundation), Dehradun, Uttarakhand","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School Gurdaspur, Gurdaspur, Punjab","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School Hathras, Hathras, Uttar Pradesh","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School Hrit Campus, Ghaziabad, Uttar Pradesh","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School International Garhan, Muzaffarpur, Bihar","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School International, Uganda, Foreign Schools","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School Jagdalpur, Bastar, Chattisgarh","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School Jhunjhunu, Jhunjhunu, Rajasthan","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School Jubilee, Champaran East, Bihar","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School Kadirabad, Darbhanga, Bihar","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School Kawardha, Kawardha, Chattisgarh","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School Khanapara, Ri-Bhoi, Meghalaya","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School Khurja, Bulandshahar, Uttar Pradesh","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School Maricha, Supaul, Bihar","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School Megacity, West Bengal",{},deedy
"Delhi Public School Mrpl Mangalore, Mangalore, Karnataka","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School Mysore, Mysore, Karnataka","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School Nawada, Nawadah, Bihar","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School North Kolkata, North 24-Pargana, West Bengal","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School Palwal, Palwal, Haryana","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School Panvel, Raigad, Maharashtra","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School Paradip Refinery, Jatsinghpur, Odisha","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School Patiala, Patiala, Punjab","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School R.N. Extn. Meerut Road Ghaziabad, Ghaziabad, Uttar Pradesh","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School Raj Nagar, Ghaziabad, Uttar Pradesh","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School Roorkee, Haridwar, Uttarakhand","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School Sagar, Sagar, Madhya Pradesh","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School Sambalpur, Sambalpur, Odisha","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School Sangrur, Sangrur, Punjab","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School Siddharth Vihar, Ghaziabad, Uttar Pradesh","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School Sirsa, Sirsa, Haryana","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School Sitapur, Sitapur, Uttar Pradesh","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School Site I, Gurgaon, Haryana","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School Synergy, Dhenkanal, Odisha","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School Visakhapatnam, Visakhapatnam, Andhra Pradesh","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Abohar, Fazilka, Punjab","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Agra, Uttar Pradesh","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Ahmedabad, Gujarat","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Aligarh, Uttar Pradesh","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Allahabad, Uttar Pradesh","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Alwar, Rajasthan","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Amritsar, Punjab","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Andhra Pradesh","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Angul, Odisha","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Bahadurgarh, Jhajjar, Haryana","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Balco, Korba, Chattisgarh","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Bangalore, Karnataka","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Baramulla, Jammu & Kashmir","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Bareilly, Uttar Pradesh","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Barra, Kanpur, Uttar Pradesh","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Bhagalpur, Bihar","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Bharatpur, Rajasthan","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Bharuch, Gujarat","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Bhatinda, Punjab","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Bhopal, Madhya Pradesh","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Bilaspur, Chattisgarh","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Bokaro, Jharkhand","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Bongaigaon, Assam","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Bulandshahar, Uttar Pradesh","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Burdwan, West Bengal","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Calcutta, West Bengal","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Chandigarh(Ut), Chandigarh","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Chhatarpur, Madhya Pradesh","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Chhindwara, Madhya Pradesh","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Coimbatore, Tamilnadu","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Cuttack, Odisha","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Delhi","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Dhamtari, Durg, Chattisgarh","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Dhuri, Sangrur, Punjab","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Dibrugarh, Assam","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Dimapur, Nagaland","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Durg, Chattisgarh","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Durgapur, West Bengal","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, East Singhbhum, Jharkhand","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Etawah, Uttar Pradesh","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Faridabad, Haryana","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Faridkot Road, Ferozepur, Punjab, Ferozepur, Punjab","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Ferozabad, Uttar Pradesh","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Gandhinagar, Gujarat","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Gautam Budh Nagar, Uttar Pradesh","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Gaya, Bihar","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Ghaziabad, Uttar Pradesh","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Golaghat, Assam","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Gondiya, Maharashtra","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Greater Faridabad, Faridabad, Haryana","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Guna, Madhya Pradesh","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Gurgaon, Haryana","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Gwalior, Madhya Pradesh","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Haridwar, Uttarakhand","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Hazaribagh, Jharkhand","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Hissar, Haryana","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Howrah, Howrah, West Bengal","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Hyderabad, Telangana","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Indore, Madhya Pradesh","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Jabalpur, Madhya Pradesh","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Jaipur, Rajasthan","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Jammu, Jammu & Kashmir","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Jamnagar, Jamnagar, Gujarat","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Jangir-Champa, Chattisgarh","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Jhansi, Uttar Pradesh","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Jharkhand","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Jind, Haryana","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Jodhpur, Rajasthan","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Jullundur, Punjab","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Kaithal, Haryana","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Kamrup, Assam","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Kanpur, Uttar Pradesh","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Karnal, Karnal, Haryana","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Katni, Madhya Pradesh","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Khanna, Ludhiana, Punjab","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Kolar Road, Bhopal, Madhya Pradesh","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Koraput, Odisha","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Korba, Chattisgarh","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Krishna, Andhra Pradesh","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Kulu, Himachal Pradesh","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Kurukeshtra, Haryana","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, LEH, Jammu & Kashmir","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Lucknow, Uttar Pradesh","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Ludhiana, Punjab","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Madhya Pradesh","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Mahindergarh, Haryana","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Mathura, Uttar Pradesh","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Meerut, Uttar Pradesh","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Moradabad, Uttar Pradesh","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Murshidabad, West Bengal","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Muzaffarnagar, Uttar Pradesh","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Nagpur, Maharashtra","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Nasik, Maharashtra","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Nepal, Foreign Schools","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, New Mumbai, Maharashtra","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, North West Delhi, Delhi","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Pakur, Pakur, Jharkhand","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Panchkula, Haryana","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Panipat, Haryana","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Papumpara, Arunachal Pradesh","{""DPS"",""Delhi Public School""}",deedy
"Delhi Public School, Patna, Bihar","{""DPS"",""Delhi Public School""}",deedy
